𐑐𐑖𐑷𐑦𐑙 pshawing
𐑦𐑯𐑡𐑶𐑯 enjoin
𐑦𐑯𐑡𐑼𐑛 injured
𐑦𐑯𐑡𐑼𐑟 injures
𐑦𐑯𐑡𐑼𐑦 injury
𐑦𐑯𐑢𐑼𐑛 inward
𐑦𐑯𐑣𐑱𐑤 inhale
𐑦𐑯𐑤𐑧𐑑 inlet
𐑦𐑯𐑤𐑱𐑛 inlaid
𐑦𐑯𐑤𐑱𐑟 inlays
𐑦𐑯𐑤𐑸𐑡 enlarge
𐑦𐑯𐑥𐑧𐑖 enmesh
𐑦𐑯𐑥𐑱𐑑 inmate
𐑦𐑯𐑦𐑙𐑟 innings
𐑦𐑯𐑧𐑐𐑑 inept
𐑦𐑯𐑨𐑐𐑑 inapt
𐑦𐑯𐑨𐑒𐑑 enact
𐑦𐑯𐑨𐑥𐑼 enamour
𐑦𐑯𐑬𐑯𐑕 enounce
𐑦𐑯𐑮𐑦𐑗 enrich
𐑦𐑯𐑮𐑨𐑐 enwrap
𐑦𐑯𐑮𐑱𐑡 enrage
𐑦𐑯𐑮𐑳𐑖 inrush
𐑦𐑯𐑮𐑴𐑛 inroad
𐑦𐑯𐑮𐑴𐑤 enroll
𐑦𐑯𐑮𐑷𐑑 inwrought
𐑦𐑯𐑻𐑖𐑩 inertia
𐑦𐑯𐑼𐑛𐑟 innards
𐑧𐑐𐑦𐑒𐑕 epics
𐑧𐑒𐑕𐑐𐑴 expo
𐑧𐑒𐑕𐑦𐑑 exit
𐑧𐑒𐑕𐑧𐑕 excess
𐑧𐑒𐑕𐑩𐑟 x's
𐑧𐑒𐑕𐑲𐑟 excise
𐑧𐑒𐑕𐑲𐑤 exile
𐑧𐑒𐑕𐑴𐑥 exome
𐑧𐑒𐑢𐑲𐑯 equine
𐑧𐑒𐑢𐑼𐑦 equerry
𐑧𐑒𐑴𐑦𐑙 echoing
𐑧𐑓𐑦𐑡𐑦 effigy
𐑧𐑓𐑸𐑧𐑕 frs
𐑧𐑓𐑼𐑑𐑕 efforts
𐑧𐑔𐑦𐑒𐑕 ethics
𐑧𐑔𐑦𐑤𐑟 ethyls
𐑧𐑔𐑯𐑦𐑒 ethnic
𐑧𐑕𐑐𐑮𐑰 esprit
𐑧𐑕𐑒𐑹𐑑 escort
𐑧𐑕𐑩𐑯𐑕 essence
𐑧𐑕𐑱𐑦𐑙 essaying
𐑧𐑕𐑴𐑧𐑕 sos
𐑧𐑕𐑸𐑧𐑯 srn
𐑧𐑗𐑦𐑙𐑟 etchings
𐑧𐑚𐑑𐑲𐑛 ebbtide
𐑧𐑚𐑩𐑯𐑦 ebony
𐑧𐑛𐑦𐑑𐑕 edits
𐑧𐑛𐑦𐑑𐑼 editor
𐑧𐑛𐑦𐑓𐑲 edify
𐑧𐑛𐑦𐑦𐑙 eddying
𐑧𐑜𐑖𐑧𐑤 eggshell
𐑧𐑜𐑖𐑱𐑒 eggshake
𐑧𐑜𐑣𐑧𐑛 egghead
𐑧𐑝𐑼𐑥𐑹 evermore
𐑧𐑡𐑢𐑱𐑟 edgeways
𐑧𐑡𐑢𐑲𐑟 edgewise
𐑧𐑡𐑦𐑙𐑟 edgings
𐑧𐑡𐑦𐑤𐑦 edgily
𐑧𐑤𐑐𐑰𐑟 lps
𐑧𐑤𐑓𐑦𐑖 elfish
𐑧𐑤𐑓𐑦𐑯 elfin
𐑧𐑤𐑕𐑢𐑺 elsewhere
𐑧𐑤𐑚𐑴𐑛 elbowed
𐑧𐑤𐑚𐑴𐑟 elbows
𐑧𐑤𐑛𐑼𐑟 elders
𐑧𐑤𐑝𐑦𐑖 elvish
𐑧𐑤𐑝𐑼𐑟 elvers
𐑧𐑤𐑩𐑡𐑦 elegy
𐑧𐑥𐑐𐑑𐑦 empty
𐑧𐑥𐑐𐑰𐑟 mp's
𐑧𐑥𐑐𐑲𐑼 empire
𐑧𐑥𐑐𐑼𐑼 emperor
𐑧𐑥𐑚𐑼𐑟 embers
𐑧𐑮𐑩𐑯𐑑 errant
𐑧𐑮𐑩𐑯𐑛 errand
𐑧𐑮𐑭𐑑𐑩 errata
𐑧𐑯𐑑𐑮𐑦 entry
𐑧𐑯𐑑𐑼𐑛 entered
𐑧𐑯𐑑𐑼𐑟 enters
𐑧𐑯𐑕𐑩𐑯 ensign
𐑧𐑯𐑛𐑦𐑙 ending
𐑧𐑯𐑛𐑩𐑛 ended
𐑧𐑯𐑛𐑲𐑝 endive
𐑧𐑯𐑝𐑦𐑛 envied
𐑧𐑯𐑝𐑦𐑟 envies
𐑧𐑯𐑝𐑶𐑟 envoys
𐑧𐑯𐑝𐑾𐑕 envious
𐑧𐑯𐑟𐑲𐑥 enzyme
𐑧𐑯𐑡𐑦𐑯 engine
𐑧𐑯𐑦𐑢𐑱 anyway
𐑧𐑯𐑦𐑢𐑺 anywhere
𐑧𐑯𐑦𐑣𐑬 anyhow
𐑧𐑯𐑦𐑥𐑩 enema
𐑧𐑯𐑦𐑥𐑹 anymore
𐑧𐑯𐑩𐑥𐑦 enemy
𐑧𐑯𐑼𐑡𐑦 energy
𐑨𐑐𐑑𐑤𐑦 aptly
𐑨𐑐𐑕𐑩𐑟 apses
𐑨𐑐𐑩𐑔𐑦 apathy
𐑨𐑐𐑩𐑡𐑰 apogee
𐑨𐑐𐑩𐑤𐑟 apples
𐑨𐑐𐑼𐑗𐑼 aperture
𐑨𐑑𐑤𐑩𐑕 atlas
𐑨𐑑𐑦𐑒𐑕 attics
𐑨𐑑𐑩𐑚𐑶 attaboy
𐑨𐑑𐑩𐑥𐑟 atoms
𐑨𐑑𐑪𐑤𐑟 atolls
𐑨𐑒𐑑𐑦𐑙 acting
𐑨𐑒𐑑𐑦𐑝 active
𐑨𐑒𐑑𐑩𐑛 acted
𐑨𐑒𐑑𐑼𐑟 actors
𐑨𐑒𐑕𐑦𐑕 axis
𐑨𐑒𐑕𐑦𐑙 axing
𐑨𐑒𐑕𐑧𐑕 access
𐑨𐑒𐑕𐑩𐑟 axes
𐑨𐑒𐑕𐑩𐑤 axle
𐑨𐑒𐑕𐑰𐑟 axes
𐑨𐑒𐑕𐑾𐑥 axiom
𐑨𐑒𐑖𐑩𐑯 action
𐑨𐑒𐑮𐑦𐑛 acrid
𐑨𐑒𐑯𐑦𐑛 acned
𐑨𐑓𐑜𐑨𐑯 afghan
𐑨𐑓𐑦𐑒𐑕 affix
𐑨𐑓𐑧𐑒𐑑 affect
𐑨𐑔𐑤𐑰𐑑 athlete
𐑨𐑕𐑐𐑦𐑒 aspic
𐑨𐑕𐑐𐑦𐑟 aspies
𐑨𐑕𐑐𐑩𐑯 aspen
𐑨𐑕𐑑𐑼𐑟 asters
𐑨𐑕𐑒𐑩𐑑 ascot
𐑨𐑕𐑣𐑴𐑤 asshole
𐑨𐑕𐑦𐑛𐑟 acids
𐑨𐑕𐑧𐑑𐑕 assets
𐑨𐑕𐑩𐑜𐑲 assegai
𐑨𐑖𐑑𐑮𐑱 ashtray
𐑨𐑖𐑮𐑨𐑥 ashram
𐑨𐑙𐑒𐑩𐑤 ankle
𐑨𐑙𐑒𐑼𐑛 anchored
𐑨𐑙𐑒𐑼𐑟 anchors
𐑨𐑙𐑜𐑤𐑴 anglo
𐑨𐑙𐑜𐑤𐑼 angler
𐑨𐑙𐑜𐑩𐑕 angus
𐑨𐑙𐑜𐑩𐑤 angle
𐑨𐑙𐑜𐑮𐑦 angry
𐑨𐑙𐑜𐑹𐑩 angora
𐑨𐑙𐑜𐑼𐑛 angered
𐑨𐑙𐑜𐑼𐑟 angers
𐑨𐑚𐑕𐑧𐑕 abscess
𐑨𐑚𐑤𐑬𐑑 ablaut
𐑨𐑚𐑩𐑑𐑕 abbots
𐑨𐑚𐑩𐑕𐑲 abaci
𐑨𐑛𐑝𐑻𐑑 advert
𐑨𐑛𐑝𐑻𐑕 adverse
𐑨𐑛𐑝𐑻𐑚 adverb
𐑨𐑛𐑟𐑩𐑟 adzes
𐑨𐑛𐑤𐑦𐑙 addling
𐑨𐑛𐑥𐑦𐑯 admin
𐑨𐑛𐑥𐑨𐑕 admass
𐑨𐑛𐑦𐑒𐑑 addict
𐑨𐑛𐑧𐑐𐑑 adept
𐑨𐑛𐑩𐑤𐑛 addled
𐑨𐑛𐑩𐑤𐑟 addles
𐑨𐑛𐑳𐑤𐑑 adult
𐑨𐑜𐑩𐑑𐑕 agates
𐑨𐑜𐑩𐑯𐑦 agony
𐑨𐑜𐑯𐑱𐑤 agnail
𐑨𐑜𐑼𐑩𐑟 agoras
𐑨𐑝𐑩𐑑𐑸 avatar
𐑨𐑝𐑩𐑯𐑿 avenue
𐑨𐑝𐑼𐑦𐑕 avarice
𐑨𐑝𐑼𐑦𐑡 average
𐑨𐑟𐑛𐑦𐑒 asdic
𐑨𐑡𐑲𐑤𐑦 agilely
𐑨𐑤𐑐𐑲𐑯 alpine
𐑨𐑤𐑑𐑴𐑟 altos
𐑨𐑤𐑒𐑴𐑝 alcove
𐑨𐑤𐑓𐑩𐑟 alphas
𐑨𐑤𐑚𐑩𐑥 album
𐑨𐑤𐑦𐑚𐑲 alibi
𐑨𐑤𐑦𐑢𐑱 alleyway
𐑨𐑤𐑼𐑡𐑦 allergy
𐑨𐑥𐑐𐑤𐑦 amply
𐑨𐑥𐑐𐑤𐑼 ampler
𐑨𐑥𐑐𐑦𐑙 amping
𐑨𐑥𐑐𐑩𐑤 ample
𐑨𐑥𐑐𐑵𐑤 ampoule
𐑨𐑥𐑐𐑺𐑟 amperes
𐑨𐑥𐑓𐑼𐑩 amphora
𐑨𐑥𐑓𐑼𐑰 amphorae
𐑨𐑥𐑚𐑦𐑑 ambit
𐑨𐑥𐑚𐑩𐑤 amble
𐑨𐑥𐑚𐑫𐑖 ambush
𐑨𐑥𐑚𐑼𐑛 ambered
𐑨𐑥𐑦𐑑𐑦 amity
𐑨𐑥𐑩𐑗𐑼 amateur
𐑨𐑥𐑰𐑑𐑼 ammeter
𐑨𐑥𐑼𐑩𐑕 amorous
𐑨𐑮𐑦𐑒𐑩 areca
𐑨𐑮𐑧𐑑𐑕 aretes
𐑨𐑮𐑩𐑚𐑟 arabs
𐑨𐑮𐑩𐑯𐑑 arrant
𐑨𐑯𐑑𐑤𐑼 antler
𐑨𐑯𐑑𐑦𐑒 antic
𐑨𐑯𐑑𐑦𐑟 antes
𐑨𐑯𐑑𐑰𐑒 antique
𐑨𐑯𐑑𐑽𐑽 anterior
𐑨𐑯𐑔𐑩𐑥 anthem
𐑨𐑯𐑔𐑼𐑟 anthers
𐑨𐑯𐑝𐑦𐑤 anvil
𐑨𐑯𐑧𐑒𐑕 annex
𐑨𐑯𐑩𐑤𐑟 annals
𐑨𐑯𐑴𐑛𐑟 anodes
𐑨𐑯𐑼𐑒𐑦 anarchy
𐑨𐑯𐑼𐑨𐑒 anorak
𐑨𐑯𐑼𐑴𐑚 anaerobe
𐑨𐑯𐑼𐑶𐑛 aneroid
𐑩𐑐𐑤𐑪𐑥 aplomb
𐑩𐑐𐑤𐑲𐑛 applied
𐑩𐑐𐑤𐑲𐑟 applies
𐑩𐑐𐑤𐑷𐑛 applaud
𐑩𐑐𐑤𐑷𐑟 applause
𐑩𐑐𐑧𐑯𐑛 append
𐑩𐑐𐑨𐑗𐑦 apache
𐑩𐑐𐑮𐑧𐑕 oppress
𐑩𐑐𐑮𐑱𐑟 appraise
𐑩𐑐𐑮𐑲𐑟 apprise
𐑩𐑐𐑮𐑴𐑗 approach
𐑩𐑐𐑮𐑵𐑝 approve
𐑩𐑐𐑰𐑟𐑛 appeased
𐑩𐑐𐑰𐑤𐑛 appealed
𐑩𐑐𐑰𐑤𐑟 appeals
𐑩𐑐𐑲𐑯𐑛 opined
𐑩𐑐𐑲𐑯𐑟 opines
𐑩𐑐𐑴𐑟𐑛 opposed
𐑩𐑐𐑶𐑯𐑑 appoint
𐑩𐑐𐑷𐑤𐑛 appalled
𐑩𐑐𐑷𐑤𐑟 appals
𐑩𐑐𐑽𐑦𐑙 appearing
𐑩𐑐𐑿𐑯𐑛 oppugned
𐑩𐑐𐑿𐑯𐑟 oppugns
𐑩𐑑𐑦𐑖𐑵 atishoo
𐑩𐑑𐑧𐑕𐑑 attest
𐑩𐑑𐑧𐑯𐑛 attend
𐑩𐑑𐑨𐑒𐑑 attacked
𐑩𐑑𐑨𐑒𐑕 attacks
𐑩𐑑𐑨𐑒𐑼 attacker
𐑩𐑑𐑨𐑖𐑱 attache
𐑩𐑑𐑨𐑗𐑑 attached
𐑩𐑑𐑱𐑯𐑛 attained
𐑩𐑑𐑱𐑯𐑟 attains
𐑩𐑑𐑲𐑼𐑛 attired
𐑩𐑑𐑲𐑼𐑟 attires
𐑩𐑑𐑴𐑯𐑛 atoned
𐑩𐑑𐑴𐑯𐑟 atones
𐑩𐑑𐑻𐑯𐑦 attorney
𐑩𐑑𐑿𐑯𐑛 attuned
𐑩𐑑𐑿𐑯𐑟 attunes
𐑩𐑒𐑕𐑰𐑛 accede
𐑩𐑒𐑢𐑦𐑑 acquit
𐑩𐑒𐑢𐑲𐑼 acquire
𐑩𐑒𐑢𐑺𐑾 aquaria
𐑩𐑒𐑤𐑪𐑒 o'clock
𐑩𐑒𐑤𐑱𐑥 acclaim
𐑩𐑒𐑪𐑕𐑑 accost
𐑩𐑒𐑬𐑯𐑑 account
𐑩𐑒𐑮𐑪𐑕 across
𐑩𐑒𐑮𐑰𐑑 accrete
𐑩𐑒𐑮𐑵𐑛 accrued
𐑩𐑒𐑮𐑵𐑟 accrues
𐑩𐑒𐑱𐑖𐑩 acacia
𐑩𐑒𐑹𐑛𐑟 accords
𐑩𐑒𐑻𐑕𐑑 accurst
𐑩𐑒𐑻𐑦𐑙 occurring
𐑩𐑒𐑿𐑟𐑛 accused
𐑩𐑒𐑿𐑟𐑼 accuser
𐑩𐑓𐑤𐑱𐑥 aflame
𐑩𐑓𐑤𐑴𐑑 afloat
𐑩𐑓𐑦𐑒𐑕 affix
𐑩𐑓𐑧𐑒𐑑 affect
𐑩𐑓𐑧𐑯𐑕 offense
𐑩𐑓𐑧𐑯𐑛 offend
𐑩𐑓𐑮𐑧𐑖 afresh
𐑩𐑓𐑮𐑱𐑛 afraid
𐑩𐑓𐑮𐑱𐑟 affrays
𐑩𐑓𐑮𐑲𐑑 affright
𐑩𐑓𐑰𐑤𐑛 afield
𐑩𐑓𐑱𐑠𐑩 aphasia
𐑩𐑓𐑹𐑛𐑟 affords
𐑩𐑓𐑻𐑥𐑛 affirmed
𐑩𐑓𐑻𐑥𐑟 affirms
𐑩𐑔𐑢𐑹𐑑 athwart
𐑩𐑔𐑻𐑕𐑑 athirst
𐑩𐑕𐑐𐑲𐑼 aspire
𐑩𐑕𐑐𐑻𐑕 asperse
𐑩𐑕𐑑𐑮𐑱 astray
𐑩𐑕𐑑𐑻𐑯 astern
𐑩𐑕𐑑𐑿𐑑 astute
𐑩𐑕𐑢𐑱𐑡 assuage
𐑩𐑕𐑤𐑰𐑐 asleep
𐑩𐑕𐑦𐑕𐑑 assist
𐑩𐑕𐑧𐑕𐑑 assessed
𐑩𐑕𐑧𐑕𐑼 assessor
𐑩𐑕𐑧𐑯𐑑 assent
𐑩𐑕𐑧𐑯𐑛 ascend
𐑩𐑕𐑱𐑤𐑛 assailed
𐑩𐑕𐑱𐑤𐑟 assails
𐑩𐑕𐑱𐑦𐑙 assaying
𐑩𐑕𐑲𐑛𐑟 asides
𐑩𐑕𐑲𐑯𐑛 assigned
𐑩𐑕𐑲𐑯𐑟 assigns
𐑩𐑕𐑷𐑤𐑑 assault
𐑩𐑕𐑻𐑑𐑕 asserts
𐑩𐑕𐑿𐑥𐑛 assumed
𐑩𐑕𐑿𐑥𐑟 assumes
𐑩𐑖𐑫𐑼𐑛 assured
𐑩𐑖𐑫𐑼𐑟 assures
𐑩𐑖𐑱𐑥𐑛 ashamed
𐑩𐑗𐑰𐑝𐑛 achieved
𐑩𐑗𐑰𐑝𐑟 achieves
𐑩𐑗𐑰𐑝𐑼 achiever
𐑩𐑚𐑑𐑱𐑯 obtain
𐑩𐑚𐑑𐑿𐑕 obtuse
𐑩𐑚𐑕𐑧𐑕 obsess
𐑩𐑚𐑕𐑰𐑯 obscene
𐑩𐑚𐑕𐑹𐑚 absorb
𐑩𐑚𐑕𐑻𐑛 absurd
𐑩𐑚𐑟𐑻𐑝 observe
𐑩𐑚𐑡𐑫𐑼 abjure
𐑩𐑚𐑣𐑹𐑛 abhorred
𐑩𐑚𐑣𐑹𐑟 abhors
𐑩𐑚𐑤𐑰𐑒 oblique
𐑩𐑚𐑤𐑱𐑟 ablaze
𐑩𐑚𐑤𐑲𐑡 oblige
𐑩𐑚𐑤𐑵𐑑 ablute
𐑩𐑚𐑤𐑵𐑥 abloom
𐑩𐑚𐑧𐑑𐑕 abets
𐑩𐑚𐑨𐑖𐑑 abashed
𐑩𐑚𐑬𐑯𐑛 abound
𐑩𐑚𐑭𐑓𐑑 abaft
𐑩𐑚𐑮𐑦𐑡 abridge
𐑩𐑚𐑮𐑱𐑛 abrade
𐑩𐑚𐑮𐑷𐑛 abroad
𐑩𐑚𐑱𐑑𐑕 abates
𐑩𐑚𐑱𐑕𐑑 abased
𐑩𐑚𐑱𐑦𐑙 obeying
𐑩𐑚𐑲𐑛𐑟 abides
𐑩𐑚𐑳𐑑𐑕 abuts
𐑩𐑚𐑴𐑛𐑟 abodes
𐑩𐑚𐑹𐑑𐑕 aborts
𐑩𐑚𐑿𐑟𐑛 abused
𐑩𐑚𐑿𐑟𐑼 abuser
𐑩𐑛𐑝𐑲𐑕 advice
𐑩𐑛𐑝𐑲𐑟 advise
𐑩𐑛𐑝𐑻𐑑 advert
𐑩𐑛𐑣𐑽𐑛 adhered
𐑩𐑛𐑣𐑽𐑟 adheres
𐑩𐑛𐑥𐑦𐑑 admit
𐑩𐑛𐑥𐑲𐑼 admire
𐑩𐑛𐑦𐑒𐑑 addict
𐑩𐑛𐑧𐑐𐑑 adept
𐑩𐑛𐑨𐑐𐑑 adapt
𐑩𐑛𐑪𐑐𐑑 adopt
𐑩𐑛𐑮𐑧𐑕 address
𐑩𐑛𐑮𐑶𐑑 adroit
𐑩𐑛𐑴𐑚𐑦 adobe
𐑩𐑛𐑹𐑦𐑙 adoring
𐑩𐑛𐑹𐑯𐑛 adorned
𐑩𐑛𐑹𐑯𐑟 adorns
𐑩𐑛𐑹𐑼𐑟 adorers
𐑩𐑛𐑿𐑕𐑑 adduced
𐑩𐑜𐑭𐑕𐑑 aghast
𐑩𐑜𐑭𐑝𐑦 agave
𐑩𐑜𐑮𐑰𐑛 agreed
𐑩𐑜𐑮𐑰𐑝 aggrieve
𐑩𐑜𐑮𐑰𐑟 agrees
𐑩𐑝𐑧𐑯𐑡 avenge
𐑩𐑝𐑬𐑗𐑑 avouched
𐑩𐑝𐑬𐑦𐑙 avowing
𐑩𐑝𐑬𐑩𐑤 avowal
𐑩𐑝𐑭𐑕𐑑 avast
𐑩𐑝𐑱𐑤𐑛 availed
𐑩𐑝𐑱𐑤𐑟 avails
𐑩𐑝𐑶𐑛𐑟 avoids
𐑩𐑝𐑷𐑯𐑑 avaunt
𐑩𐑝𐑻𐑑𐑕 averts
𐑩𐑝𐑻𐑦𐑙 averring
𐑩𐑟𐑱𐑤𐑾 azalea
𐑩𐑡𐑫𐑼𐑛 adjured
𐑩𐑡𐑫𐑼𐑟 adjures
𐑩𐑡𐑳𐑕𐑑 adjust
𐑩𐑡𐑳𐑡𐑛 adjudged
𐑩𐑡𐑶𐑯𐑛 adjoined
𐑩𐑡𐑶𐑯𐑟 adjoins
𐑩𐑡𐑻𐑯𐑛 adjourned
𐑩𐑡𐑻𐑯𐑟 adjourns
𐑩𐑢𐑱𐑑𐑕 awaits
𐑩𐑢𐑱𐑒𐑕 awakes
𐑩𐑢𐑹𐑛𐑟 awards
𐑩𐑤𐑧𐑡𐑛 alleged
𐑩𐑤𐑪𐑑𐑕 allots
𐑩𐑤𐑪𐑓𐑑 aloft
𐑩𐑤𐑫𐑼𐑛 allured
𐑩𐑤𐑫𐑼𐑟 allures
𐑩𐑤𐑬𐑦𐑙 allowing
𐑩𐑤𐑱𐑦𐑙 allaying
𐑩𐑤𐑲𐑑𐑕 alights
𐑩𐑤𐑲𐑦𐑙 allying
𐑩𐑤𐑲𐑯𐑛 aligned
𐑩𐑤𐑲𐑯𐑟 aligns
𐑩𐑤𐑵𐑛𐑟 alludes
𐑩𐑤𐑶𐑦𐑙 alloying
𐑩𐑤𐑸𐑥𐑛 alarmed
𐑩𐑤𐑸𐑥𐑟 alarms
𐑩𐑤𐑻𐑑𐑕 alerts
𐑩𐑥𐑧𐑯𐑛 amend
𐑩𐑥𐑨𐑕𐑑 amassed
𐑩𐑥𐑫𐑼𐑟 amours
𐑩𐑥𐑬𐑯𐑑 amount
𐑩𐑥𐑰𐑚𐑩 ameba
𐑩𐑥𐑰𐑚𐑰 amoebae
𐑩𐑥𐑰𐑯𐑴 amino
𐑩𐑥𐑱𐑟𐑛 amazed
𐑩𐑥𐑴𐑯𐑾 ammonia
𐑩𐑥𐑿𐑟𐑛 amused
𐑩𐑯𐑑𐑦𐑤 until
𐑩𐑯𐑤𐑧𐑕 unless
𐑩𐑯𐑧𐑒𐑕 annex
𐑩𐑯𐑧𐑯𐑑 anent
𐑩𐑯𐑬𐑯𐑕 announce
𐑩𐑯𐑰𐑤𐑛 annealed
𐑩𐑯𐑰𐑤𐑟 anneals
𐑩𐑯𐑰𐑥𐑾 anaemia
𐑩𐑯𐑳𐑞𐑼 another
𐑩𐑯𐑳𐑤𐑛 annulled
𐑩𐑯𐑳𐑤𐑟 annuls
𐑩𐑯𐑶𐑦𐑙 annoying
𐑩𐑯𐑶𐑯𐑑 anoint
𐑪𐑐𐑑𐑦𐑒 optic
𐑪𐑐𐑑𐑦𐑙 opting
𐑪𐑐𐑑𐑩𐑛 opted
𐑪𐑐𐑖𐑩𐑯 option
𐑪𐑐𐑼𐑩𐑟 operas
𐑪𐑐𐑼𐑱𐑑 operate
𐑪𐑒𐑑𐑦𐑝 octave
𐑪𐑒𐑑𐑧𐑑 octet
𐑪𐑒𐑑𐑱𐑯 octane
𐑪𐑒𐑕𐑩𐑯 oxen
𐑪𐑒𐑕𐑲𐑛 oxide
𐑪𐑒𐑕𐑲𐑟 oxeyes
𐑪𐑒𐑳𐑤𐑑 occult
𐑪𐑓𐑕𐑧𐑑 offset
𐑪𐑓𐑕𐑲𐑛 offside
𐑪𐑓𐑖𐑵𐑑 offshoot
𐑪𐑓𐑚𐑰𐑑 offbeat
𐑪𐑓𐑤𐑲𐑯 offline
𐑪𐑓𐑦𐑕𐑼 officer
𐑪𐑓𐑩𐑯𐑼 oftener
𐑪𐑓𐑼𐑦𐑙 offering
𐑪𐑕𐑐𐑮𐑦 osprey
𐑪𐑕𐑒𐑼𐑟 oscars
𐑪𐑕𐑤𐑼𐑟 ostlers
𐑪𐑕𐑦𐑓𐑲 ossify
𐑪𐑙𐑒𐑹𐑛 encored
𐑪𐑙𐑒𐑹𐑟 encores
𐑪𐑚𐑝𐑻𐑕 obverse
𐑪𐑚𐑝𐑾𐑕 obvious
𐑪𐑚𐑤𐑪𐑙 oblong
𐑪𐑚𐑤𐑱𐑑 oblate
𐑪𐑛𐑦𐑑𐑦 oddity
𐑪𐑛𐑦𐑕𐑦 odyssey
𐑪𐑛𐑩𐑕𐑑 oddest
𐑪𐑤𐑦𐑝𐑟 olives
𐑪𐑥𐑚𐑮𐑱 ombre
𐑪𐑥𐑤𐑩𐑑 omelet
𐑪𐑮𐑦𐑒𐑕 oryx
𐑪𐑮𐑦𐑯𐑡 orange
𐑪𐑮𐑩𐑑𐑼 orator
𐑪𐑮𐑱𐑑𐑕 orates
𐑪𐑯𐑑𐑮𐑱 entree
𐑪𐑯𐑒𐑳𐑥 oncome
𐑪𐑯𐑕𐑧𐑑 onset
𐑪𐑯𐑚𐑹𐑛 onboard
𐑪𐑯𐑢𐑰𐑟 ennuis
𐑪𐑯𐑢𐑼𐑛 onward
𐑪𐑯𐑤𐑲𐑯 online
𐑪𐑯𐑦𐑒𐑕 onyx
𐑪𐑯𐑩𐑕𐑑 honest
𐑪𐑯𐑮𐑳𐑖 onrush
𐑪𐑯𐑼𐑦𐑙 honoring
𐑪𐑯𐑼𐑼𐑦 honorary
𐑫𐑥𐑤𐑬𐑑 umlaut
𐑬𐑑𐑐𐑤𐑱 outplay
𐑬𐑑𐑐𐑫𐑑 output
𐑬𐑑𐑐𐑱𐑕 outpace
𐑬𐑑𐑐𐑹𐑑 outport
𐑬𐑑𐑒𐑮𐑲 outcry
𐑬𐑑𐑒𐑳𐑥 outcome
𐑬𐑑𐑓𐑤𐑴 outflow
𐑬𐑑𐑓𐑦𐑑 outfit
𐑬𐑑𐑓𐑱𐑕 outface
𐑬𐑑𐑓𐑲𐑑 outfight
𐑬𐑑𐑓𐑷𐑑 outfought
𐑬𐑑𐑓𐑷𐑤 outfall
𐑬𐑑𐑕𐑑𐑱 outstay
𐑬𐑑𐑕𐑑𐑺 outstare
𐑬𐑑𐑕𐑧𐑑 outset
𐑬𐑑𐑕𐑱𐑤 outsail
𐑬𐑑𐑕𐑲𐑛 outside
𐑬𐑑𐑕𐑲𐑟 outsize
𐑬𐑑𐑖𐑪𐑯 outshone
𐑬𐑑𐑖𐑲𐑯 outshine
𐑬𐑑𐑚𐑦𐑛 outbid
𐑬𐑑𐑚𐑨𐑒 outback
𐑬𐑑𐑚𐑹𐑛 outboard
𐑬𐑑𐑛𐑦𐑛 outdid
𐑬𐑑𐑛𐑳𐑟 outdoes
𐑬𐑑𐑛𐑳𐑯 outdone
𐑬𐑑𐑛𐑹𐑟 outdoors
𐑬𐑑𐑜𐑪𐑯 outgone
𐑬𐑑𐑜𐑮𐑴 outgrow
𐑬𐑑𐑜𐑮𐑵 outgrew
𐑬𐑑𐑜𐑴𐑟 outgoes
𐑬𐑑𐑝𐑲𐑛 outvied
𐑬𐑑𐑝𐑲𐑟 outvies
𐑬𐑑𐑝𐑴𐑑 outvote
𐑬𐑑𐑢𐑦𐑑 outwit
𐑬𐑑𐑢𐑱𐑛 outweighed
𐑬𐑑𐑢𐑱𐑟 outweighs
𐑬𐑑𐑢𐑹𐑯 outworn
𐑬𐑑𐑢𐑺𐑟 outwears
𐑬𐑑𐑢𐑻𐑒 outwork
𐑬𐑑𐑢𐑼𐑛 outward
𐑬𐑑𐑣𐑬𐑕 outhouse
𐑬𐑑𐑤𐑦𐑝 outlive
𐑬𐑑𐑤𐑧𐑑 outlet
𐑬𐑑𐑤𐑫𐑒 outlook
𐑬𐑑𐑤𐑱𐑟 outlays
𐑬𐑑𐑤𐑲𐑯 outline
𐑬𐑑𐑤𐑲𐑼 outlier
𐑬𐑑𐑤𐑷𐑛 outlawed
𐑬𐑑𐑤𐑷𐑟 outlaws
𐑬𐑑𐑥𐑨𐑗 outmatch
𐑬𐑑𐑥𐑸𐑗 outmarch
𐑬𐑑𐑦𐑙𐑟 outings
𐑬𐑑𐑮𐑨𐑯 outran
𐑬𐑑𐑮𐑱𐑕 outrace
𐑬𐑑𐑮𐑱𐑡 outrage
𐑬𐑑𐑮𐑲𐑑 outright
𐑬𐑑𐑮𐑲𐑛 outride
𐑬𐑑𐑮𐑳𐑯 outrun
𐑬𐑑𐑮𐑴𐑛 outrode
𐑬𐑑𐑼𐑢𐑺 outerwear
𐑬𐑕𐑑𐑦𐑙 ousting
𐑬𐑕𐑑𐑩𐑛 ousted
𐑬𐑤𐑩𐑑𐑕 owlets
𐑬𐑯𐑕𐑩𐑟 ounces
𐑭𐑓𐑑𐑼𐑟 afters
𐑭𐑕𐑒𐑦𐑙 asking
